183.0;200.0;29.0;51.0;74.0;40.0;209
31.0;78.0;41.0;2.0;148.0;67.0;217
18.0;9.0;22.0;84.0;58.0;8.0;195
1.0;5.0;102.0;98.0;114.0;8.0;183
181.0;50.0;152.0;16.0;180.0;4.0;151
183.0;200.0;7.0;59.0;38.0;28.0;95
73.0;0.0;2.0;53.0;4.0;2.0;231
130.0;15.0;168.0;48.0;43.0;189.0;137
16.0;20.0;10.0;49.0;142.0;51.0;245
54.0;22.0;40.0;10.0;31.0;22.0;112
1.0;88.0;65.0;64.0;8.0;17.0;240
183.0;200.0;183.0;200.0;183.0;200.0;39
60.0;62.0;5.0;1.0;0.0;80.0;208
45.0;42.0;170.0;29.0;127.0;94.0;239
183.0;200.0;2.0;67.0;85.0;34.0;239
1.0;88.0;64.0;41.0;8.0;53.0;214
183.0;200.0;183.0;200.0;183.0;200.0;236
183.0;200.0;32.0;87.0;71.0;57.0;247
183.0;200.0;6.0;92.0;69.0;40.0;125
94.0;8.0;158.0;57.0;168.0;26.0;245
4.0;101.0;88.0;158.0;58.0;101.0;158
23.0;78.0;51.0;10.0;62.0;70.0;0
60.0;198.0;66.0;138.0;168.0;198.0;149
10.0;196.0;27.0;121.0;1.0;107.0;218
10.0;56.0;48.0;27.0;10.0;92.0;200
94.0;129.0;93.0;197.0;183.0;200.0;122
127.0;180.0;103.0;135.0;139.0;107.0;0
37.0;199.0;118.0;199.0;129.0;137.0;109
95.0;22.0;151.0;89.0;116.0;10.0;73
183.0;200.0;11.0;2.0;0.0;54.0;222
132.0;199.0;135.0;113.0;112.0;199.0;181
176.0;92.0;132.0;57.0;179.0;5.0;251
165.0;64.0;145.0;52.0;71.0;144.0;146
98.0;19.0;25.0;109.0;73.0;139.0;182
183.0;200.0;4.0;81.0;21.0;57.0;211
10.0;195.0;14.0;165.0;34.0;107.0;166
86.0;22.0;112.0;35.0;110.0;83.0;240
151.0;5.0;169.0;71.0;176.0;7.0;226
119.0;10.0;156.0;67.0;163.0;4.0;233
121.0;174.0;91.0;149.0;128.0;134.0;0
174.0;55.0;163.0;1.0;147.0;20.0;144
183.0;200.0;183.0;200.0;183.0;200.0;120
147.0;0.0;131.0;95.0;95.0;10.0;0
173.0;76.0;165.0;92.0;181.0;91.0;133
183.0;200.0;89.0;26.0;45.0;56.0;170
180.0;65.0;118.0;73.0;181.0;29.0;220
42.0;128.0;88.0;131.0;80.0;160.0;233
134.0;142.0;172.0;143.0;183.0;200.0;34
19.0;126.0;0.0;199.0;30.0;195.0;251
62.0;192.0;110.0;197.0;130.0;131.0;219
181.0;16.0;107.0;82.0;155.0;1.0;238
38.0;24.0;5.0;93.0;0.0;58.0;253
15.0;21.0;35.0;3.0;125.0;0.0;23
42.0;196.0;132.0;198.0;119.0;102.0;216
77.0;164.0;62.0;196.0;134.0;199.0;118
70.0;187.0;103.0;178.0;166.0;196.0;235
40.0;26.0;20.0;58.0;5.0;65.0;241
137.0;63.0;122.0;70.0;121.0;89.0;187
78.0;48.0;50.0;14.0;97.0;71.0;241
1.0;70.0;27.0;92.0;1.0;88.0;226
23.0;35.0;68.0;20.0;58.0;91.0;12
49.0;24.0;7.0;8.0;82.0;1.0;250
123.0;199.0;98.0;186.0;176.0;141.0;235
48.0;185.0;59.0;149.0;72.0;176.0;0
158.0;11.0;112.0;66.0;159.0;1.0;119
38.0;65.0;126.0;84.0;148.0;44.0;245
183.0;200.0;75.0;9.0;41.0;71.0;243
137.0;27.0;152.0;66.0;176.0;11.0;143
18.0;58.0;3.0;5.0;120.0;53.0;241
1.0;3.0;5.0;32.0;30.0;15.0;132
183.0;200.0;183.0;200.0;15.0;31.0;222
64.0;151.0;78.0;101.0;39.0;109.0;180
101.0;164.0;148.0;126.0;183.0;200.0;0
63.0;24.0;81.0;39.0;38.0;73.0;211
4.0;116.0;5.0;199.0;32.0;146.0;226
116.0;102.0;134.0;164.0;181.0;134.0;0
165.0;62.0;148.0;9.0;121.0;67.0;0
178.0;10.0;181.0;76.0;137.0;0.0;105
5.0;1.0;171.0;2.0;117.0;53.0;216
28.0;194.0;0.0;195.0;4.0;154.0;174
86.0;23.0;82.0;76.0;7.0;70.0;246
177.0;22.0;178.0;94.0;98.0;41.0;170
137.0;28.0;121.0;86.0;172.0;89.0;0
37.0;1.0;17.0;42.0;75.0;48.0;254
6.0;20.0;0.0;94.0;84.0;65.0;236
80.0;95.0;28.0;6.0;98.0;33.0;212
181.0;160.0;103.0;172.0;183.0;200.0;152
9.0;15.0;143.0;35.0;133.0;86.0;211
86.0;187.0;48.0;199.0;93.0;195.0;151
20.0;175.0;142.0;107.0;108.0;139.0;208
160.0;76.0;27.0;117.0;88.0;168.0;224
47.0;21.0;10.0;51.0;1.0;5.0;241
179.0;13.0;160.0;11.0;169.0;61.0;249
15.0;80.0;78.0;1.0;3.0;0.0;194
130.0;72.0;35.0;107.0;74.0;154.0;193
56.0;141.0;27.0;164.0;23.0;197.0;52
14.0;196.0;61.0;104.0;166.0;194.0;185
165.0;126.0;141.0;194.0;92.0;121.0;58
167.0;44.0;110.0;5.0;172.0;8.0;190
102.0;39.0;24.0;107.0;74.0;145.0;246
