141.0;15.0;172.0;27.0;120.0;74.0;94
11.0;2.0;68.0;5.0;14.0;94.0;190
50.0;94.0;50.0;20.0;43.0;73.0;148
183.0;200.0;183.0;200.0;183.0;200.0;72
25.0;77.0;3.0;95.0;5.0;4.0;250
183.0;200.0;183.0;200.0;56.0;24.0;97
1.0;0.0;175.0;69.0;178.0;4.0;184
60.0;142.0;78.0;190.0;111.0;191.0;225
13.0;87.0;88.0;41.0;0.0;0.0;245
152.0;75.0;11.0;100.0;14.0;158.0;172
176.0;10.0;126.0;4.0;145.0;33.0;102
53.0;98.0;88.0;38.0;75.0;18.0;207
183.0;200.0;183.0;200.0;183.0;200.0;36
131.0;15.0;104.0;96.0;127.0;23.0;55
117.0;166.0;132.0;103.0;183.0;200.0;146
135.0;174.0;153.0;102.0;109.0;139.0;156
49.0;196.0;11.0;124.0;0.0;196.0;147
79.0;190.0;80.0;140.0;126.0;100.0;63
136.0;144.0;183.0;200.0;183.0;200.0;174
82.0;99.0;37.0;56.0;75.0;25.0;205
183.0;200.0;31.0;92.0;61.0;66.0;201
89.0;185.0;105.0;157.0;98.0;165.0;0
91.0;69.0;113.0;40.0;163.0;28.0;195
1.0;52.0;72.0;90.0;0.0;92.0;98
183.0;200.0;183.0;200.0;5.0;52.0;12
36.0;57.0;36.0;41.0;176.0;91.0;176
51.0;160.0;136.0;170.0;136.0;191.0;102
16.0;13.0;49.0;73.0;160.0;73.0;143
181.0;42.0;102.0;33.0;52.0;104.0;10
114.0;145.0;94.0;133.0;96.0;108.0;255
13.0;50.0;93.0;88.0;111.0;28.0;183
22.0;86.0;119.0;11.0;175.0;68.0;44
105.0;1.0;181.0;1.0;176.0;66.0;166
80.0;142.0;62.0;125.0;59.0;152.0;83
124.0;59.0;65.0;195.0;33.0;144.0;211
123.0;183.0;112.0;176.0;127.0;129.0;72
107.0;12.0;9.0;141.0;65.0;170.0;248
127.0;159.0;168.0;169.0;173.0;169.0;74
41.0;105.0;16.0;100.0;2.0;163.0;0
181.0;0.0;179.0;30.0;145.0;4.0;241
183.0;200.0;183.0;200.0;183.0;200.0;0
76.0;125.0;5.0;127.0;112.0;161.0;197
92.0;126.0;170.0;138.0;111.0;137.0;199
175.0;59.0;164.0;6.0;34.0;141.0;203
12.0;99.0;89.0;34.0;65.0;37.0;216
125.0;74.0;34.0;104.0;86.0;171.0;178
179.0;2.0;181.0;65.0;12.0;175.0;201
21.0;30.0;72.0;56.0;93.0;18.0;227
14.0;85.0;15.0;73.0;90.0;21.0;183
177.0;108.0;117.0;100.0;161.0;160.0;16
64.0;64.0;14.0;74.0;59.0;36.0;71
135.0;88.0;114.0;12.0;162.0;1.0;239
183.0;200.0;42.0;54.0;40.0;54.0;222
38.0;68.0;8.0;91.0;49.0;89.0;39
183.0;200.0;183.0;200.0;183.0;200.0;18
69.0;0.0;34.0;42.0;170.0;0.0;235
36.0;199.0;49.0;100.0;84.0;144.0;253
9.0;1.0;18.0;71.0;117.0;26.0;23
158.0;111.0;134.0;109.0;178.0;189.0;45
130.0;102.0;183.0;200.0;183.0;200.0;252
62.0;0.0;2.0;5.0;11.0;79.0;211
158.0;30.0;80.0;148.0;42.0;159.0;225
0.0;97.0;5.0;0.0;60.0;71.0;197
151.0;82.0;106.0;96.0;135.0;82.0;201
18.0;99.0;1.0;73.0;10.0;13.0;215
10.0;94.0;48.0;37.0;0.0;0.0;240
49.0;174.0;5.0;134.0;70.0;198.0;37
74.0;28.0;72.0;62.0;42.0;2.0;164
20.0;128.0;66.0;133.0;4.0;142.0;114
64.0;137.0;70.0;137.0;21.0;100.0;25
128.0;94.0;42.0;101.0;78.0;133.0;130
71.0;80.0;25.0;78.0;43.0;66.0;0
56.0;3.0;24.0;64.0;52.0;55.0;200
91.0;133.0;112.0;122.0;157.0;150.0;95
183.0;200.0;183.0;200.0;183.0;200.0;191
181.0;75.0;129.0;58.0;119.0;46.0;78
153.0;89.0;162.0;72.0;105.0;73.0;0
148.0;53.0;129.0;38.0;141.0;91.0;0
47.0;73.0;50.0;24.0;76.0;42.0;4
4.0;8.0;41.0;66.0;141.0;33.0;241
42.0;134.0;38.0;133.0;51.0;118.0;224
35.0;13.0;33.0;69.0;36.0;51.0;145
177.0;91.0;180.0;10.0;138.0;39.0;228
62.0;122.0;17.0;155.0;21.0;187.0;70
46.0;29.0;42.0;16.0;115.0;21.0;0
183.0;200.0;183.0;200.0;183.0;200.0;239
2.0;0.0;76.0;72.0;74.0;1.0;252
