38.0;38.0;50.0;16.0;22.0;55.0;539765804
162.0;89.0;152.0;0.0;122.0;0.0;549700547
149.0;42.0;140.0;4.0;180.0;13.0;552069095
183.0;200.0;76.0;10.0;46.0;95.0;544371314
12.0;38.0;171.0;0.0;179.0;34.0;548647859
154.0;3.0;178.0;54.0;179.0;1.0;550555856
99.0;96.0;102.0;25.0;27.0;153.0;550490063
181.0;4.0;180.0;55.0;36.0;193.0;550490063
74.0;38.0;80.0;0.0;5.0;0.0;551147993
166.0;182.0;150.0;199.0;168.0;179.0;543318626
132.0;161.0;177.0;159.0;183.0;200.0;-16777216
1.0;5.0;71.0;0.0;36.0;23.0;548450480
5.0;7.0;5.0;87.0;34.0;67.0;550358477
109.0;11.0;170.0;24.0;181.0;0.0;552727025
175.0;26.0;137.0;1.0;101.0;0.0;548450480
42.0;107.0;3.0;195.0;170.0;196.0;545555588
109.0;158.0;148.0;150.0;101.0;185.0;261
177.0;18.0;66.0;184.0;65.0;108.0;546542483
106.0;15.0;160.0;96.0;34.0;134.0;543384419
71.0;173.0;134.0;147.0;131.0;136.0;261
183.0;200.0;183.0;200.0;183.0;200.0;539239460
134.0;81.0;159.0;42.0;177.0;95.0;-16777216
63.0;71.0;86.0;63.0;52.0;15.0;550029512
11.0;0.0;3.0;52.0;181.0;39.0;550424270
2.0;11.0;1.0;95.0;71.0;19.0;550292684
61.0;101.0;1.0;146.0;26.0;192.0;553055990
8.0;199.0;63.0;136.0;107.0;197.0;546542483
54.0;184.0;85.0;121.0;21.0;134.0;547792550
183.0;200.0;183.0;200.0;183.0;200.0;547595171
133.0;86.0;136.0;21.0;3.0;145.0;545555588
90.0;97.0;97.0;2.0;176.0;2.0;547266206
3.0;53.0;2.0;11.0;123.0;64.0;551345372
92.0;199.0;94.0;117.0;183.0;200.0;547397792
61.0;185.0;161.0;172.0;105.0;198.0;552332267
90.0;21.0;33.0;77.0;140.0;79.0;550226891
90.0;27.0;168.0;30.0;134.0;90.0;-16777216
2.0;97.0;54.0;27.0;1.0;61.0;550424270
3.0;72.0;38.0;91.0;3.0;10.0;552003302
49.0;31.0;76.0;88.0;66.0;64.0;538713116
47.0;131.0;30.0;178.0;86.0;174.0;-16777216
1.0;0.0;54.0;7.0;2.0;97.0;552398060
48.0;122.0;72.0;199.0;160.0;199.0;552924404
79.0;133.0;78.0;152.0;76.0;111.0;257
100.0;4.0;87.0;190.0;17.0;106.0;552661232
77.0;87.0;85.0;80.0;63.0;49.0;547529378
32.0;133.0;77.0;184.0;25.0;161.0;-16777216
59.0;74.0;52.0;8.0;86.0;6.0;543318626
70.0;154.0;63.0;195.0;176.0;196.0;549174203
183.0;200.0;183.0;200.0;183.0;200.0;-16777216
125.0;66.0;100.0;11.0;89.0;188.0;551937509
79.0;8.0;2.0;33.0;16.0;2.0;546739862
93.0;140.0;121.0;172.0;116.0;141.0;539831597
183.0;200.0;47.0;92.0;62.0;44.0;546674069
183.0;200.0;183.0;200.0;183.0;200.0;256
183.0;200.0;0.0;97.0;28.0;0.0;550687442
121.0;123.0;183.0;200.0;183.0;200.0;550490063
183.0;200.0;33.0;54.0;80.0;31.0;553253369
2.0;113.0;76.0;169.0;159.0;167.0;538186772
153.0;146.0;179.0;100.0;183.0;200.0;550753235
5.0;7.0;61.0;42.0;97.0;45.0;549305789
14.0;136.0;57.0;161.0;43.0;103.0;-16777216
71.0;8.0;10.0;6.0;99.0;2.0;552792818
124.0;159.0;93.0;199.0;183.0;200.0;550687442
13.0;38.0;4.0;83.0;40.0;52.0;552595439
12.0;157.0;73.0;173.0;4.0;118.0;544700279
148.0;75.0;149.0;15.0;113.0;9.0;539173667
95.0;8.0;74.0;170.0;37.0;100.0;551608544
39.0;35.0;87.0;97.0;30.0;58.0;539371046
37.0;42.0;22.0;97.0;20.0;35.0;547924136
2.0;159.0;35.0;103.0;10.0;198.0;553516541
183.0;200.0;183.0;200.0;183.0;200.0;548976824
30.0;44.0;97.0;58.0;109.0;24.0;548779445
15.0;6.0;47.0;0.0;17.0;93.0;549437375
151.0;28.0;87.0;189.0;69.0;146.0;550555856
2.0;8.0;71.0;90.0;53.0;8.0;553253369
167.0;186.0;93.0;146.0;162.0;105.0;-16777216
135.0;90.0;2.0;117.0;19.0;172.0;550161098
183.0;200.0;183.0;200.0;183.0;200.0;539042081
133.0;20.0;180.0;5.0;158.0;56.0;551411165
183.0;200.0;183.0;200.0;183.0;200.0;540555320
8.0;110.0;6.0;195.0;38.0;168.0;545160830
90.0;81.0;145.0;64.0;113.0;76.0;539436839
7.0;67.0;43.0;76.0;0.0;19.0;549766340
178.0;21.0;144.0;60.0;180.0;91.0;548450480
84.0;154.0;78.0;173.0;179.0;122.0;540423734
177.0;99.0;159.0;48.0;179.0;7.0;548976824
106.0;28.0;103.0;72.0;134.0;81.0;551345372
183.0;200.0;73.0;38.0;1.0;79.0;551937509
153.0;65.0;179.0;6.0;180.0;40.0;552398060
83.0;168.0;23.0;167.0;47.0;184.0;-16777216
57.0;62.0;47.0;6.0;143.0;74.0;553516541
65.0;48.0;92.0;25.0;134.0;98.0;551345372
124.0;101.0;147.0;112.0;183.0;200.0;543713384
106.0;51.0;180.0;1.0;181.0;74.0;552595439
2.0;17.0;0.0;87.0;106.0;85.0;553253369
183.0;200.0;183.0;200.0;183.0;200.0;542726489
71.0;59.0;45.0;41.0;129.0;16.0;551082200
15.0;80.0;80.0;87.0;108.0;80.0;538910495
183.0;200.0;183.0;200.0;183.0;200.0;542529110
