61.0;12.0;125.0;16.0;117.0;37.0;246
169.0;148.0;168.0;148.0;135.0;149.0;164
25.0;42.0;32.0;38.0;2.0;43.0;170
127.0;185.0;95.0;173.0;139.0;171.0;222
84.0;173.0;86.0;188.0;81.0;182.0;252
115.0;56.0;96.0;56.0;98.0;71.0;91
73.0;89.0;82.0;99.0;77.0;96.0;15
48.0;19.0;49.0;96.0;33.0;23.0;123
151.0;16.0;177.0;2.0;153.0;41.0;153
87.0;47.0;86.0;37.0;58.0;47.0;51
163.0;21.0;151.0;1.0;169.0;42.0;244
45.0;93.0;88.0;92.0;70.0;54.0;216
164.0;151.0;161.0;191.0;153.0;181.0;167
170.0;181.0;118.0;151.0;175.0;146.0;137
36.0;30.0;50.0;47.0;51.0;15.0;71
172.0;157.0;140.0;160.0;150.0;160.0;109
127.0;176.0;117.0;145.0;174.0;165.0;6
99.0;146.0;183.0;200.0;183.0;200.0;34
85.0;4.0;25.0;42.0;91.0;90.0;251
76.0;96.0;91.0;56.0;97.0;56.0;101
54.0;99.0;55.0;4.0;54.0;51.0;194
6.0;46.0;42.0;8.0;42.0;16.0;117
107.0;6.0;100.0;84.0;163.0;3.0;46
126.0;13.0;122.0;26.0;119.0;5.0;127
183.0;200.0;183.0;200.0;183.0;200.0;123
108.0;47.0;120.0;26.0;92.0;14.0;58
127.0;158.0;113.0;156.0;93.0;173.0;100
138.0;143.0;38.0;153.0;21.0;198.0;212
41.0;135.0;89.0;125.0;77.0;129.0;89
101.0;158.0;99.0;189.0;110.0;176.0;40
179.0;189.0;149.0;171.0;159.0;161.0;66
156.0;32.0;0.0;93.0;40.0;70.0;232
119.0;182.0;118.0;167.0;123.0;195.0;69
33.0;175.0;76.0;140.0;48.0;112.0;26
105.0;183.0;99.0;135.0;139.0;101.0;251
97.0;167.0;128.0;168.0;130.0;164.0;220
118.0;195.0;97.0;161.0;95.0;174.0;75
156.0;90.0;153.0;78.0;153.0;57.0;25
43.0;148.0;29.0;132.0;3.0;146.0;83
125.0;6.0;144.0;1.0;157.0;19.0;236
78.0;105.0;73.0;106.0;72.0;122.0;93
143.0;43.0;176.0;23.0;149.0;49.0;206
53.0;72.0;69.0;95.0;77.0;51.0;15
9.0;171.0;54.0;168.0;110.0;136.0;24
40.0;84.0;5.0;95.0;41.0;68.0;210
147.0;96.0;160.0;88.0;171.0;95.0;99
51.0;139.0;69.0;152.0;18.0;180.0;97
132.0;71.0;114.0;56.0;92.0;53.0;218
124.0;96.0;75.0;184.0;52.0;160.0;60
167.0;73.0;17.0;133.0;17.0;114.0;251
13.0;136.0;10.0;111.0;40.0;117.0;169
167.0;1.0;146.0;28.0;42.0;92.0;110
103.0;175.0;114.0;167.0;128.0;153.0;194
117.0;168.0;134.0;191.0;162.0;142.0;173
82.0;50.0;53.0;51.0;77.0;97.0;79
73.0;193.0;88.0;155.0;125.0;164.0;151
15.0;58.0;36.0;96.0;23.0;65.0;36
92.0;176.0;166.0;195.0;161.0;191.0;239
