183.0;200.0;183.0;200.0;183.0;200.0;59
183.0;200.0;183.0;200.0;183.0;200.0;89
183.0;200.0;183.0;200.0;183.0;200.0;253
183.0;200.0;183.0;200.0;183.0;200.0;199
183.0;200.0;183.0;200.0;183.0;200.0;54
183.0;200.0;183.0;200.0;183.0;200.0;178
183.0;200.0;183.0;200.0;183.0;200.0;174
183.0;200.0;183.0;200.0;183.0;200.0;54
183.0;200.0;183.0;200.0;183.0;200.0;191
183.0;200.0;183.0;200.0;183.0;200.0;203
183.0;200.0;183.0;200.0;183.0;200.0;254
183.0;200.0;183.0;200.0;183.0;200.0;146
183.0;200.0;183.0;200.0;183.0;200.0;0
183.0;200.0;183.0;200.0;183.0;200.0;75
183.0;200.0;183.0;200.0;183.0;200.0;248
183.0;200.0;183.0;200.0;183.0;200.0;209
183.0;200.0;183.0;200.0;183.0;200.0;28
183.0;200.0;183.0;200.0;183.0;200.0;126
183.0;200.0;183.0;200.0;183.0;200.0;217
183.0;200.0;183.0;200.0;183.0;200.0;122
183.0;200.0;183.0;200.0;183.0;200.0;190
183.0;200.0;183.0;200.0;183.0;200.0;174
183.0;200.0;183.0;200.0;183.0;200.0;196
183.0;200.0;183.0;200.0;183.0;200.0;39
183.0;200.0;183.0;200.0;183.0;200.0;55
183.0;200.0;183.0;200.0;183.0;200.0;208
183.0;200.0;183.0;200.0;183.0;200.0;137
183.0;200.0;183.0;200.0;183.0;200.0;69
183.0;200.0;183.0;200.0;183.0;200.0;225
183.0;200.0;183.0;200.0;183.0;200.0;163
183.0;200.0;183.0;200.0;183.0;200.0;146
183.0;200.0;183.0;200.0;183.0;200.0;121
183.0;200.0;183.0;200.0;183.0;200.0;20
183.0;200.0;183.0;200.0;183.0;200.0;224
183.0;200.0;183.0;200.0;183.0;200.0;85
183.0;200.0;183.0;200.0;183.0;200.0;212
183.0;200.0;183.0;200.0;183.0;200.0;60
183.0;200.0;183.0;200.0;183.0;200.0;46
183.0;200.0;183.0;200.0;183.0;200.0;150
